repository	dataset_accession	relative_path	file_name	size_bytes	manifest_recorded	artifact_type	fetch_status	source	sha256	candidate_type	parser_support	suggested_parser	classification_reason
GEO	GSE13699	GSE13699/GSE13699_family.soft.gz	GSE13699_family.soft.gz	36438281	true	family_soft	success	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE13nnn/GSE13699/soft/GSE13699_family.soft.gz	b6a75e5bf817a2017258fb7d59dacb1f6acd710aa013c20dcc5cec6c1b4d27a6	geo_family_soft	supported	geo_feature_verifier	GEO family SOFT files provide platform and feature annotation metadata.
GEO	GSE82152	GSE82152/GSE82152_family.soft.gz	GSE82152_family.soft.gz	17469439	true	family_soft	success	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82152/soft/GSE82152_family.soft.gz	f20d8b99c0c397b0b0eb1fec8728e81429e3bb8aca68f3d094d6b077fff1f8ae	geo_family_soft	supported	geo_feature_verifier	GEO family SOFT files provide platform and feature annotation metadata.
GEO	GSE82152	GSE82152/GSE82152_series_matrix.txt.gz	GSE82152_series_matrix.txt.gz	11035457	true	series_matrix	success	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE82nnn/GSE82152/matrix/GSE82152_series_matrix.txt.gz	355ec5fb4d9f88800a7edda137c33cfe6bfb81f3af5ed3e244ee48ae013d9c7e	geo_series_matrix	supported	geo_matrix_parse_module	GEO series matrices are supported expression parser inputs.
GEO		manifest.json	manifest.json	9203	false					unclassified	unsupported		No configured parser candidate rule matched.
GEO		provenance_log.jsonl	provenance_log.jsonl	7950	false					unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1264	SDY1264/SDY1264-DR58_Tab.zip	SDY1264-DR58_Tab.zip	661355	true	release_file	success	SDY1264/SDY1264-DR58_Tab.zip	0744a1a9501dca5f19a3b3285a0858b1961010573291c4cc3dde7552ac46c74b	immport_tab_archive	supported	immport_parse_module	ImmPort Tab archives are supported sample-link parser inputs.
ImmPort	SDY1264	SDY1264/SDY1264_filepath_manifest.json	SDY1264_filepath_manifest.json	21178	true	filepath_manifest	success	https://www.immport.org/data/query/api/study/manifest/SDY1264?fileType=all&format=json	af1f9e9dbc4fd8fb7942199450285ef0f36a9e0d7fb3e35f91a79968d7cccffe	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/Protocols/PROTID1.PTL9177.docx	PROTID1.PTL9177.docx	12470	true	protocol_file	success	SDY1289/Protocols/PROTID1.PTL9177.docx	59d724727fd89e516392276d90cd2b3af3c074c9e45157988b87e01b53a5658f	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/SDY1289-DR58_MySQL.zip	SDY1289-DR58_MySQL.zip	694403	true	release_file	success	SDY1289/SDY1289-DR58_MySQL.zip	d39322c27eb9f89e8eae891d223528fcb826052835f707fb97f2a11d7529424c	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/SDY1289-DR58_Tab.zip	SDY1289-DR58_Tab.zip	421034	true	release_file	success	SDY1289/SDY1289-DR58_Tab.zip	492d3dc11002658b68548db4586e7e0a52ce75d0371e2de936404bfc1c684723	immport_tab_archive	supported	immport_parse_module	ImmPort Tab archives are supported sample-link parser inputs.
ImmPort	SDY1289	SDY1289/SDY1289-DR58_manifest.txt	SDY1289-DR58_manifest.txt	1206	true	release_file	success	SDY1289/SDY1289-DR58_manifest.txt	e2b4864f08ced8002b3e056ee401a083023c51d3f394b577a7d699f425ba3f80	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1289	SDY1289/SDY1289-DR58_summary.txt	SDY1289-DR58_summary.txt	30	true	release_file	success	SDY1289/SDY1289-DR58_summary.txt	d1a7d7005d372498a40a56ca3f98906ae2e835f7271647f412445233e83b664d	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1289	SDY1289/SDY1289-DR58_table_count.txt	SDY1289-DR58_table_count.txt	2159	true	release_file	success	SDY1289/SDY1289-DR58_table_count.txt	49b4f63787a6db38f5f4780e3c377e82502a316d24afd071d92b3a6818d0c241	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1289	SDY1289/SDY1289_filepath_manifest.json	SDY1289_filepath_manifest.json	20580	true	filepath_manifest	success	https://www.immport.org/data/query/api/study/manifest/SDY1289?fileType=all&format=json	c9ca7d2c196d78f9145059d055efb943d509dec0c9453d38e98eae57eb4699ab	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1289.txt	StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1289.txt	1924	true	study_file	success	SDY1289/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1289.txt	5868c9951bf79b31fc609de6c7365a7e7595bb497c57bc3bf6357fe9261bfece	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR27.zip	SDY1289-DR27.zip	415696	true	archive_file	success	SDY1289/archive/SDY1289-DR27.zip	7aaba480b294a85ca45b6dd909f1773eef442f8006d7dae31b513f2a13d73a56	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR28.zip	SDY1289-DR28.zip	417548	true	archive_file	success	SDY1289/archive/SDY1289-DR28.zip	2130813dc8299b16b2c0a96d9926cdfa4493460eca510407dc8c2f453ca4ede3	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR29.zip	SDY1289-DR29.zip	421465	true	archive_file	success	SDY1289/archive/SDY1289-DR29.zip	880dd1420f3ec0638528608a5200eef4139b1a7ee777d4195f95a58d5fe34caa	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR30.zip	SDY1289-DR30.zip	420739	true	archive_file	success	SDY1289/archive/SDY1289-DR30.zip	39e6fedbbb58dbc9b432cefdc05b28f0d3fca985cb96076cf6eaa32e26f56acb	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR31.zip	SDY1289-DR31.zip	433225	true	archive_file	success	SDY1289/archive/SDY1289-DR31.zip	f14ac37680517628a79a451547c31ba27a11d7f9c36bd564c7593bf7dbf8dd9d	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR32.zip	SDY1289-DR32.zip	489012	true	archive_file	success	SDY1289/archive/SDY1289-DR32.zip	69466d9b53e0b7168bca406ebd44bc3e970e6c7afa8142f6f3ec287b0e862fde	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR33.zip	SDY1289-DR33.zip	507285	true	archive_file	success	SDY1289/archive/SDY1289-DR33.zip	ad3e4a309699b196d9e60174064d990472ffbcbc1cc823fd2f7e2403350a110c	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR34.zip	SDY1289-DR34.zip	516443	true	archive_file	success	SDY1289/archive/SDY1289-DR34.zip	e971776fb6d07d59648d31adda16c10c3dccfb234b6f22abed72b2dfd08d97e5	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR35.zip	SDY1289-DR35.zip	802104	true	archive_file	success	SDY1289/archive/SDY1289-DR35.zip	db5e3dde6c803f5ea33d7d1de07f7ecfcf1041bf0af2485189734de8991a75f8	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR36.zip	SDY1289-DR36.zip	867656	true	archive_file	success	SDY1289/archive/SDY1289-DR36.zip	e00a416b0e3ca10261a1a17b4584f420edea57d7bc6a451977989fd6be4a8a16	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR37.zip	SDY1289-DR37.zip	867448	true	archive_file	success	SDY1289/archive/SDY1289-DR37.zip	ff842b2f01369bbc060c90d4c4c8ba2f3ed6f0f1cf6de24a2e02d34f2da7109d	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR38.zip	SDY1289-DR38.zip	884164	true	archive_file	success	SDY1289/archive/SDY1289-DR38.zip	de3937729125c183dc3caf2fe739f4814ae4f7236944a39f83efdcf98198a6f0	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR39.zip	SDY1289-DR39.zip	904026	true	archive_file	success	SDY1289/archive/SDY1289-DR39.zip	c72109ee4bac4dbd52734a8017621f7a7f30939c61bb550970a04fc6d366d442	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR40.zip	SDY1289-DR40.zip	903513	true	archive_file	success	SDY1289/archive/SDY1289-DR40.zip	f2504fbd4768ee753516134ba0c93b5a408b2faeaaeb91fc503e1f5b961f4e4e	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR41.zip	SDY1289-DR41.zip	932268	true	archive_file	success	SDY1289/archive/SDY1289-DR41.zip	9ae356d5a99c9f10007c19dd821dd79e67f7159b584adc8e1b4e49b285ce2d4a	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR42.zip	SDY1289-DR42.zip	947703	true	archive_file	success	SDY1289/archive/SDY1289-DR42.zip	9fa9d61d766456c4bc8b9cfa39e94d5cf37440ce39fa2d411a3d8e48e2cfd98a	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR43.zip	SDY1289-DR43.zip	946419	true	archive_file	success	SDY1289/archive/SDY1289-DR43.zip	637efd93aff9385b4d201b5b487f86c8172daf0a903786296370b61ed7900075	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR44.zip	SDY1289-DR44.zip	951943	true	archive_file	success	SDY1289/archive/SDY1289-DR44.zip	1c4adfa24bb880ddf6d8259fcf0498b424b28ba458b2ec3796386e7974600085	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR45.zip	SDY1289-DR45.zip	953734	true	archive_file	success	SDY1289/archive/SDY1289-DR45.zip	2b3fa54aabe94544bd8767fb02298d2432f824329b498ef0a92301ad74acc802	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR46.zip	SDY1289-DR46.zip	955266	true	archive_file	success	SDY1289/archive/SDY1289-DR46.zip	f5765e736e5b4701487454030d257d4cd0b7fa8e1898c986a1962274047576ff	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR47.zip	SDY1289-DR47.zip	957572	true	archive_file	success	SDY1289/archive/SDY1289-DR47.zip	977d2d4b4e7a10b3e2224b0b6856336a8a9c6453a04c53cad159487857c68484	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR48.zip	SDY1289-DR48.zip	960433	true	archive_file	success	SDY1289/archive/SDY1289-DR48.zip	c59bac2870af58f36b28a979a6b8d16538eacd155cae1119840b54ffae435da2	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR49.zip	SDY1289-DR49.zip	963282	true	archive_file	success	SDY1289/archive/SDY1289-DR49.zip	e11abfd8eabf9e5256b773a9177fe7c7d22ff1d28727176c58a18fab9ebb17a9	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR50.zip	SDY1289-DR50.zip	969058	true	archive_file	success	SDY1289/archive/SDY1289-DR50.zip	fa516d0114916bd2e120b3fbd211f5dcd3d89eb16c18c7eb9bf7e054a71e300c	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR51.zip	SDY1289-DR51.zip	974776	true	archive_file	success	SDY1289/archive/SDY1289-DR51.zip	a7379c6e17a88a293e65f99df73f695e5dbfc2f260faba70c3df5c9645b30298	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR52.zip	SDY1289-DR52.zip	980143	true	archive_file	success	SDY1289/archive/SDY1289-DR52.zip	f0cc033bf123acddcf01be0cd97c6ccadd13dd4b5d76f9e05a45d2da4634a36d	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR53.zip	SDY1289-DR53.zip	982538	true	archive_file	success	SDY1289/archive/SDY1289-DR53.zip	7cb9db05a2372bc3d828d8fa2e491b46bcc9862f09981c09a67c1faafe5255b8	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/archive/SDY1289-DR54.zip	SDY1289-DR54.zip	979338	true	archive_file	success	SDY1289/archive/SDY1289-DR54.zip	43c5413fe85fbed6e0e3cfbd6b9b422ed600aff58c1816e737b0a53e819fa11c	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1289	SDY1289/study_zips/SDY1289_DR58_ALL_DATA.zip	SDY1289_DR58_ALL_DATA.zip	2077289	true	zip_file	success	study_zips/SDY1289_DR58_ALL_DATA.zip	dac6d7c72aa1b52dfdc8461108a8b1950d2d53c317e3a94b4ebe9dde83bffed0	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/Protocols/28687661PROTID1.PTL9182.docx	28687661PROTID1.PTL9182.docx	13336	true	protocol_file	success	SDY1294/Protocols/28687661PROTID1.PTL9182.docx	8870dfdf4231bade363ad891030e3c58733169cfc1e34b2a4940401eaf1a1916	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/SDY1294-DR58_MySQL.zip	SDY1294-DR58_MySQL.zip	687988	true	release_file	success	SDY1294/SDY1294-DR58_MySQL.zip	c8bbd6aae3e1ece3eb35f23f03bc31b5f0974dcb564f2defe545a8dc744ad35d	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/SDY1294-DR58_Tab.zip	SDY1294-DR58_Tab.zip	414899	true	release_file	success	SDY1294/SDY1294-DR58_Tab.zip	681a07f779027a06495db2646b790316e2420edfa6927c37ad2cc6c86b35b7d2	immport_tab_archive	supported	immport_parse_module	ImmPort Tab archives are supported sample-link parser inputs.
ImmPort	SDY1294	SDY1294/SDY1294-DR58_manifest.txt	SDY1294-DR58_manifest.txt	1222	true	release_file	success	SDY1294/SDY1294-DR58_manifest.txt	48c4e10c157e8f5be5f2cba8a97862037552561395648fbd473738dc439c6311	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1294	SDY1294/SDY1294-DR58_summary.txt	SDY1294-DR58_summary.txt	30	true	release_file	success	SDY1294/SDY1294-DR58_summary.txt	9994c663ad241e8af13d1e6419320efdfbe2a5533a2ab0b99240c89d808a21ee	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1294	SDY1294/SDY1294-DR58_table_count.txt	SDY1294-DR58_table_count.txt	2158	true	release_file	success	SDY1294/SDY1294-DR58_table_count.txt	c303fb89b92c37f483231ef0fee6b071a8a8223b5465c6d68b0869d2116b3b20	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1294	SDY1294/SDY1294_filepath_manifest.json	SDY1294_filepath_manifest.json	19498	true	filepath_manifest	success	https://www.immport.org/data/query/api/study/manifest/SDY1294?fileType=all&format=json	e25b93ba6fca8d2de19697ada36e00c2bf8e1d8d1f95442ad4e517223c73df13	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1294.txt	StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1294.txt	2391	true	study_file	success	SDY1294/StudyFiles/StudyFile.Obsolete.Period.StudyGlossary.ID4633-34.6133.SDY1294.txt	36c09ded86b0ddce28256814cdea11e8bc7afa83f7bf0a498e6abddc8581b701	tabular_supplement	potential		Tabular content may be useful, but no automatic parser is assigned.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR29.zip	SDY1294-DR29.zip	399748	true	archive_file	success	SDY1294/archive/SDY1294-DR29.zip	2654220fd3924b68decada8921178b52c179c67a7682459a0385913ff232adf2	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR30.zip	SDY1294-DR30.zip	406267	true	archive_file	success	SDY1294/archive/SDY1294-DR30.zip	39e00b2784a5e8504ee7e81f2b44365050d82d15b9ae808879cd144b27c98ec7	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR31.zip	SDY1294-DR31.zip	418888	true	archive_file	success	SDY1294/archive/SDY1294-DR31.zip	aeb7908ccd2a74f22acc3adc12b9e3dae2ee0aeb67ce7654bad28742d605182f	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR32.zip	SDY1294-DR32.zip	474009	true	archive_file	success	SDY1294/archive/SDY1294-DR32.zip	0c872169ef22c526976eb9edd890c59be88e65e2e879271f3e7daa1e49d9acd8	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR33.zip	SDY1294-DR33.zip	494215	true	archive_file	success	SDY1294/archive/SDY1294-DR33.zip	89dd646ca1b8d98fd90f0bb92e48efe94c43220f96c1fdb6f010a695e30bba0d	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR34.zip	SDY1294-DR34.zip	503094	true	archive_file	success	SDY1294/archive/SDY1294-DR34.zip	51e89f9d61bf72e25fc396d7279f811c7db005f7ed519422ffc29016500926fb	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR35.zip	SDY1294-DR35.zip	792746	true	archive_file	success	SDY1294/archive/SDY1294-DR35.zip	a73a693dcab243b3bb41ab4af3e4fff28a16336c61486403a109421e8658035a	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR36.zip	SDY1294-DR36.zip	858502	true	archive_file	success	SDY1294/archive/SDY1294-DR36.zip	3503d8499e8fbddf9e46d20ae9569f0cdd17d1761a39839bd76b29fa191e0b1a	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR37.zip	SDY1294-DR37.zip	858253	true	archive_file	success	SDY1294/archive/SDY1294-DR37.zip	0a496908ec3515e16189edc844700f510ca9a973be1b5e951f4fcac10c8a12f3	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR38.zip	SDY1294-DR38.zip	874586	true	archive_file	success	SDY1294/archive/SDY1294-DR38.zip	b51b20791c1d8716a0c76988955c6577d3d68e9acfdc8dc210204cf5f3282b6a	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR39.zip	SDY1294-DR39.zip	894852	true	archive_file	success	SDY1294/archive/SDY1294-DR39.zip	1012ae11fdef108e41f3eeb67222322e42c9aeabf2f1f9698973c64ff372a462	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR40.zip	SDY1294-DR40.zip	894200	true	archive_file	success	SDY1294/archive/SDY1294-DR40.zip	95e5d233a17b01241427eb8a27a66102ca591d54c86d1b0f36cb1f3dd73d6b39	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR41.zip	SDY1294-DR41.zip	922815	true	archive_file	success	SDY1294/archive/SDY1294-DR41.zip	5206af63e40a8d355d3c44d9f7f11a6beb5c0abbca7435b8dd08edc09e6d885d	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR42.zip	SDY1294-DR42.zip	937825	true	archive_file	success	SDY1294/archive/SDY1294-DR42.zip	3b7e4e76f74fe53e6c2b340bd95862c162721fcce08a29f59b91aeeb1f47d05a	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR43.zip	SDY1294-DR43.zip	936701	true	archive_file	success	SDY1294/archive/SDY1294-DR43.zip	cea1339920329d0666849028533f891b091ceb40e46049f6fddb5f51bc1c2db5	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR44.zip	SDY1294-DR44.zip	942290	true	archive_file	success	SDY1294/archive/SDY1294-DR44.zip	b30021871d40ff6a4430d988d5fc41abef50028c1a4399523b415de807928292	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR45.zip	SDY1294-DR45.zip	944016	true	archive_file	success	SDY1294/archive/SDY1294-DR45.zip	9b58767298e70b3d45aac102cf383c5a932e75afab2808f8c1d91ae3ea568247	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR46.zip	SDY1294-DR46.zip	945542	true	archive_file	success	SDY1294/archive/SDY1294-DR46.zip	414cf3537df3c4e03d64787636dfdb56e29f3213da5e4749644c4d8a95ba91a2	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR47.zip	SDY1294-DR47.zip	948033	true	archive_file	success	SDY1294/archive/SDY1294-DR47.zip	ce5c883e4af33f00b2001ce8d54ac242f6b0fe587b533f6bce6dce2586a1668a	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR48.zip	SDY1294-DR48.zip	951180	true	archive_file	success	SDY1294/archive/SDY1294-DR48.zip	efc2ec88ed4bb8e7b9778be90d807dd9ee5a00901451a5207d3c48adbdc99c48	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR49.zip	SDY1294-DR49.zip	954071	true	archive_file	success	SDY1294/archive/SDY1294-DR49.zip	5c0172ffe7749de5f5b249852d11026af903cfeec89c130ae64f5c7f6b6e2d35	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR50.zip	SDY1294-DR50.zip	959601	true	archive_file	success	SDY1294/archive/SDY1294-DR50.zip	1990336edf582bb4658aa004d16b08de874f4009977b23a80b01c78c2a1009f6	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR51.zip	SDY1294-DR51.zip	964809	true	archive_file	success	SDY1294/archive/SDY1294-DR51.zip	b3f84e64878ac7fc8d3275a00d696d8c9474794560635a5b05ea3dad630e1695	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR52.zip	SDY1294-DR52.zip	970480	true	archive_file	success	SDY1294/archive/SDY1294-DR52.zip	d772b240ee515954fb7e5dbf839339469a03752d8a7d8113efe6024ae2509293	unclassified	unsupported		No configured parser candidate rule matched.
ImmPort	SDY1294	SDY1294/archive/SDY1294-DR53.zip	SDY1294-DR53.zip	972869	true	archive_file	success	SDY1294/archive/SDY1294-DR53.zip	62758f394804ccd62634bb4a6c2ded6e8f153bbbbcf2e68bb05893172f8376f0	unclassified	unsupported		No configured parser candidate rule matched.
