FILE_DETAILS_ID	REPORTED_MD5	GENERATED_MD5	STUDY_ACCESSION	FILESIZE_BYTES	FILE_TYPE	FILE_ACCESSION	FILE_NAME	PATH	DATE_FILE_UPDATED	AI_GENERATED_KEYWORDS	AI_GENERATED_SUMMARY	FILE_UUID	DRS_OBJECT_CREATED	WORKSPACE_ID
345635		26582b29c6f33a852674a95e57ef5222	SDY89	12591675	result_file	570904	002_V5_051612_Tube_004.570904.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V5_051612_Tube_004.570904.fcs	2017-04-13 15:56:39			7716a953-a71f-4a64-bb89-0bfb33c49d7e	Y	2799
345636		54a0f5eb723bbcac4b34387f3ec6f110	SDY89	20528418	result_file	570905	002_V6_051612_Tube_001.570905.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V6_051612_Tube_001.570905.fcs	2017-04-13 15:56:39			aaf3b8c7-6b08-41f4-9253-a276e40acb08	Y	2799
345637		d228e53a28ec0f50f736cd4ed8fc97f1	SDY89	42102983	result_file	570906	002_V6_051612_Tube_002.570906.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V6_051612_Tube_002.570906.fcs	2017-04-13 15:56:39			5e42143d-f263-49c4-825d-6929a5bcc233	Y	2799
345638		017a72a5a788717eba9eeed5c0c06c8c	SDY89	46313957	result_file	570907	002_V6_051612_Tube_003.570907.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V6_051612_Tube_003.570907.fcs	2017-04-13 15:56:39			0924531d-0cbc-4fbd-b78f-f49be706e6f8	Y	2799
345639		d7d6c55d10f40e54fba9ac89f4cb3115	SDY89	20188215	result_file	570908	002_V6_051612_Tube_004.570908.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V6_051612_Tube_004.570908.fcs	2017-04-13 15:56:39			471e873b-5fe7-4639-a48e-7acba85b67d1	Y	2799
345640		f62976c1f9e1d5321b9e05ff2d77e014	SDY89	23727558	result_file	570909	002_V7_051612_Tube_001.570909.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V7_051612_Tube_001.570909.fcs	2017-04-13 15:56:39			6e9d9668-acaa-4477-a891-5d9c9777170b	Y	2799
345641		dfa1fcf2a7790a2914c0fba8126cc3a4	SDY89	47048363	result_file	570910	002_V7_051612_Tube_002.570910.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V7_051612_Tube_002.570910.fcs	2017-04-13 15:56:39			52c8a41e-5b9c-47c8-89e6-b9a6e3ca2191	Y	2799
345642		ab13f989f679c2e67fce5a5b5cbf18be	SDY89	50379977	result_file	570911	002_V7_051612_Tube_003.570911.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V7_051612_Tube_003.570911.fcs	2017-04-13 15:56:39			97133a9e-1933-4ea2-a47e-c68edc824ef3	Y	2799
345643		62ce127411f567d8b64399b19e5670a4	SDY89	20369655	result_file	570912	002_V7_051612_Tube_004.570912.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V7_051612_Tube_004.570912.fcs	2017-04-13 15:56:39			709a783b-d6c3-4372-b85b-ac8c1d32f0b2	Y	2799
345644		dc727ff3435c6a084741a4bf49a1ce8f	SDY89	27631038	result_file	570913	002_V8_051612_Tube_001.570913.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V8_051612_Tube_001.570913.fcs	2017-04-13 15:56:39			e9ee5331-a558-4c73-936c-013eae7e4666	Y	2799
345645		8db900488f098d562ffcbd0bd06084fb	SDY89	56859263	result_file	570914	002_V8_051612_Tube_002.570914.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V8_051612_Tube_002.570914.fcs	2017-04-13 15:56:39			6bd89f9d-560e-455c-b548-c004a00d77e2	Y	2799
345646		554cf68b8ade59f5fa7eff91bc880f1a	SDY89	58072577	result_file	570915	002_V8_051612_Tube_003.570915.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V8_051612_Tube_003.570915.fcs	2017-04-13 15:56:39			10af5f94-87fe-4d87-87df-e08db9df8419	Y	2799
345647		9ab7ca240266f82ff13ab759a2368fd1	SDY89	25598655	result_file	570916	002_V8_051612_Tube_004.570916.fcs	SDY89/ResultFiles/Flow_cytometry_result/002_V8_051612_Tube_004.570916.fcs	2017-04-13 15:56:39			e6220335-ffc1-41bb-8871-4f8ac65ad89a	Y	2799
345648		2cfeccef5499004d769c8f53a0064f67	SDY89	37159155	result_file	570917	004_V1_052212_B cell.570917.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V1_052212_B cell.570917.fcs	2017-04-13 15:56:39			be6511d8-1e07-41af-8480-a4a5fe13ff94	Y	2799
345649		9faaaab13f36e0959284dfd7055a5819	SDY89	92689330	result_file	570938	004_V1_052212_DC.570938.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V1_052212_DC.570938.fcs	2017-04-13 15:56:39			d442dda7-7d2a-417a-b9d6-ab2cecca8a38	Y	2799
345650		3e89dc7d21cffcc20031a9e1eebac98c	SDY89	78809538	result_file	570937	004_V1_052212_Mono.570937.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V1_052212_Mono.570937.fcs	2017-04-13 15:56:39			3c4c8a11-de18-4e35-b65b-853af16238a6	Y	2799
345651		40a5a0a9c358e6111c1c2e6e40663935	SDY89	28799049	result_file	570939	004_V1_052212_TFH.570939.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V1_052212_TFH.570939.fcs	2017-04-13 15:56:39			d7be799e-f8cf-42a5-a627-596a728b6314	Y	2799
345652		4fe9e203aeed9109baf88e80bd32ddf2	SDY89	47584228	result_file	570940	004_V2_052212_Tube_001.570940.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V2_052212_Tube_001.570940.fcs	2017-04-13 15:56:39			611794b6-0d1f-40bd-88f3-2e6e534c04d2	Y	2799
345653		d40d5d4e2c7dd16c7948d2d05f9fa786	SDY89	98490933	result_file	570941	004_V2_052212_Tube_002.570941.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V2_052212_Tube_002.570941.fcs	2017-04-13 15:56:39			81f79147-951c-4fa9-9e3f-809baf7ed4d9	Y	2799
345654		5dbe4d85e6b2f7be6ef5fcd1ca7f338f	SDY89	78854776	result_file	570942	004_V2_052212_Tube_003.570942.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V2_052212_Tube_003.570942.fcs	2017-04-13 15:56:39			7b0cdf20-70d8-40d8-8366-48c12571e0a6	Y	2799
345655		8083708d840f11d3d6b7873090425115	SDY89	50889854	result_file	570943	004_V2_052212_Tube_004.570943.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V2_052212_Tube_004.570943.fcs	2017-04-13 15:56:39			ae2912a6-8c21-4e3b-b799-64a7761acdbc	Y	2799
345656		b2e9cd4bb50fc029c11ed87b7ebd8d97	SDY89	30830357	result_file	570944	004_V3_052212_Tube_001.570944.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V3_052212_Tube_001.570944.fcs	2017-04-13 15:56:39			605e6021-6113-4147-9d82-a10117ea8dd1	Y	2799
345657		5f54beff14772e3f5c497338a8b928a1	SDY89	84153382	result_file	570945	004_V3_052212_Tube_002.570945.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V3_052212_Tube_002.570945.fcs	2017-04-13 15:56:39			46d41dae-56dc-478c-bf86-0cdcaa80e521	Y	2799
345658		0298a9ec6323b0f3f5dbd82f829df6ac	SDY89	82873216	result_file	570946	004_V3_052212_Tube_003.570946.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V3_052212_Tube_003.570946.fcs	2017-04-13 15:56:39			af9513a8-cd61-4e7e-8d95-85f212953a1f	Y	2799
345659		c383a84a72d740d67908444833759397	SDY89	35142674	result_file	570947	004_V3_052212_Tube_004.570947.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V3_052212_Tube_004.570947.fcs	2017-04-13 15:56:39			e2136a8f-7cdf-40ba-927a-3a7ef0fbd58c	Y	2799
345660		04d28472623af5432ca8b6d2c93ba5a9	SDY89	47125577	result_file	570948	004_V4_052212_Tube_001.570948.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V4_052212_Tube_001.570948.fcs	2017-04-13 15:56:39			080c3da2-a651-41b1-8f94-c0bb5bc66fe2	Y	2799
345661		ced034ac5b61e543c2b06434d5bb8603	SDY89	64979662	result_file	570949	004_V4_052212_Tube_002.570949.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V4_052212_Tube_002.570949.fcs	2017-04-13 15:56:39			70121826-c573-41f4-9b55-c4ce3e8f6724	Y	2799
345662		9f0c32b618cee795588944f86607aadb	SDY89	68877616	result_file	570950	004_V4_052212_Tube_003.570950.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V4_052212_Tube_003.570950.fcs	2017-04-13 15:56:39			0b618d8b-b2bb-4d34-94ed-ee99c70fe5dc	Y	2799
345663		1ddc4dfd4a6398ca9ee02646cd5fa433	SDY89	33099494	result_file	570951	004_V4_052212_Tube_004.570951.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V4_052212_Tube_004.570951.fcs	2017-04-13 15:56:39			3a79103f-2f10-4025-bcf7-618b9b7c6179	Y	2799
345664		735f0843adc58d6ded95acd640ff883b	SDY89	27172409	result_file	570952	004_V5_052212_Tube_001.570952.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V5_052212_Tube_001.570952.fcs	2017-04-13 15:56:39			b7b877a0-65b5-4f8d-8239-cbea2ed04424	Y	2799
345665		7c3a2f08c513a1e245d876d710fc3e7e	SDY89	51741143	result_file	570953	004_V5_052212_Tube_002.570953.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V5_052212_Tube_002.570953.fcs	2017-04-13 15:56:39			896a006a-f56c-43e7-8451-8ff7fdf9346b	Y	2799
345666		7f1dabd6d6a9e0c1e4d94a3ca34bef8e	SDY89	65447777	result_file	570954	004_V5_052212_Tube_003.570954.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V5_052212_Tube_003.570954.fcs	2017-04-13 15:56:39			9cdfcd1a-e55e-4b18-8ac4-3225465f7ee3	Y	2799
345667		4702a7aed47da7d672a392aaead6dc6f	SDY89	27757035	result_file	570955	004_V5_052212_Tube_004.570955.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V5_052212_Tube_004.570955.fcs	2017-04-13 15:56:39			eacc9421-a59c-4e06-ab81-cd4ea1331fce	Y	2799
345668		e388a5ec7ea1b593fd555383b4f89e26	SDY89	42032298	result_file	570956	004_V6_052212_Tube_001.570956.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V6_052212_Tube_001.570956.fcs	2017-04-13 15:56:39			79e08be3-36da-412e-9752-da8674443324	Y	2799
345669		12dd3e7c47f6ba0ed20bf6302f31ec7d	SDY89	107107523	result_file	570957	004_V6_052212_Tube_002.570957.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V6_052212_Tube_002.570957.fcs	2017-04-13 15:56:39			62f42edc-01b6-4da9-b5ff-6c7ef4969584	Y	2799
345670		31b2190c7d0954cd638511c955bd53ce	SDY89	106686557	result_file	570958	004_V6_052212_Tube_003.570958.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V6_052212_Tube_003.570958.fcs	2017-04-13 15:56:39			78c4f173-9299-48e8-9cab-a011f9bcf447	Y	2799
345671		0c173ac78aed7925214e9ab93b603c71	SDY89	46993455	result_file	570959	004_V6_052212_Tube_004.570959.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V6_052212_Tube_004.570959.fcs	2017-04-13 15:56:39			4315e22f-7345-40a6-9747-54f3b4105e4d	Y	2799
345672		14b5eeec88d365c676dc8c801a929698	SDY89	32337078	result_file	570960	004_V7_052212_Tube_001.570960.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V7_052212_Tube_001.570960.fcs	2017-04-13 15:56:39			32a272aa-08f4-4fa5-b657-50971335691d	Y	2799
345673		4cebec189a1ff9e89d72f5db7de7d283	SDY89	83684543	result_file	570961	004_V7_052212_Tube_002.570961.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V7_052212_Tube_002.570961.fcs	2017-04-13 15:56:39			e24c03f8-628f-4847-9fea-681f7efcc62a	Y	2799
345674		db990f2f8e5875b8f59a9f24e6b54544	SDY89	72193457	result_file	570962	004_V7_052212_Tube_003.570962.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V7_052212_Tube_003.570962.fcs	2017-04-13 15:56:39			9b3c72c9-3bb2-4d70-9e07-2a734f82c6c5	Y	2799
345675		3d9688e9205d667c7defab9da432b803	SDY89	39009315	result_file	570963	004_V7_052212_Tube_004.570963.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V7_052212_Tube_004.570963.fcs	2017-04-13 15:56:39			18e7f9ef-11d8-4a86-bcf3-1e7fa47faec9	Y	2799
345676		17fc32bc33bc1bb31cc9e1bbcfb7338f	SDY89	74659938	result_file	570964	004_V8_052212_Tube_001.570964.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V8_052212_Tube_001.570964.fcs	2017-04-13 15:56:39			2902c226-f0c1-44b1-9e10-65a1e9791548	Y	2799
345677		76277f7c48bd08bfc212715094130eae	SDY89	92402423	result_file	570965	004_V8_052212_Tube_002.570965.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V8_052212_Tube_002.570965.fcs	2017-04-13 15:56:39			e03cfc91-04d2-4c3f-816a-2858df37ccea	Y	2799
345678		275a5cec29733bd5172ee90e99aabb36	SDY89	68142257	result_file	570966	004_V8_052212_Tube_003.570966.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V8_052212_Tube_003.570966.fcs	2017-04-13 15:56:39			cc29354e-f0e0-4b22-8aa4-d856d9521225	Y	2799
345679		520c9de598db1fb5f1c3d430c1ac290c	SDY89	44386345	result_file	570967	004_V8_052212_Tube_004.570967.fcs	SDY89/ResultFiles/Flow_cytometry_result/004_V8_052212_Tube_004.570967.fcs	2017-04-13 15:56:39			4dd19fac-3f30-41ce-8754-7b436bb6f214	Y	2799
345680		1bea19318a73eb203b70f8c591b20266	SDY89	6804069	result_file	570968	009_V1_041712_Tube_001.570968.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V1_041712_Tube_001.570968.fcs	2017-04-13 15:56:39			9b1f9841-7dff-4c24-8d43-3e7c5bf7a24b	Y	2799
345681		230bf3043a1abbdea174a4440975d0a1	SDY89	11389641	result_file	570978	009_V1_041712_Tube_002.570978.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V1_041712_Tube_002.570978.fcs	2017-04-13 15:56:39			c0f6bc95-eb0e-4d15-bc13-f83f9528a7ea	Y	2799
345682		3b20926a2e96e4b6a5047dc326f6af4a	SDY89	10952676	result_file	570979	009_V1_041712_Tube_003.570979.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V1_041712_Tube_003.570979.fcs	2017-04-13 15:56:39			95a477af-4ec7-44fb-a3bf-fa3b88ed5dcb	Y	2799
345683		95f513ca2bf8afe0a47d7623fd9fa53b	SDY89	12784609	result_file	570980	009_V1_041712_Tube_004.570980.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V1_041712_Tube_004.570980.fcs	2017-04-13 15:56:39			3fcd552d-e568-4377-bf42-6358f157fbc5	Y	2799
345684		c8b1a5bb1f5cea66d067cd85264a99bf	SDY89	15190961	result_file	570981	009_V2_41712_Tube_001.570981.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V2_41712_Tube_001.570981.fcs	2017-04-13 15:56:39			f5340511-bb5a-4773-9b6a-a4dc816eba7d	Y	2799
345685		3efe7b1aaf4749c5fe5552ec64a80e62	SDY89	14990989	result_file	570982	009_V2_41712_Tube_002.570982.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V2_41712_Tube_002.570982.fcs	2017-04-13 15:56:39			ed5cedcd-cec6-42d5-bba6-0d14c760d406	Y	2799
345686		c7616da3ecabf84501942d9546275619	SDY89	32414954	result_file	570983	009_V2_41712_Tube_003.570983.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V2_41712_Tube_003.570983.fcs	2017-04-13 15:56:39			279597f2-19a4-485f-b03b-747429f4b006	Y	2799
345687		7980b356beccfce6ccdea0fe3126d6e0	SDY89	13819678	result_file	570984	009_V2_41712_Tube_004.570984.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V2_41712_Tube_004.570984.fcs	2017-04-13 15:56:39			08bb6a09-07bd-4462-9c97-a1f752171994	Y	2799
345688		f91d0dc2d94f3acb78044853619c2ba5	SDY89	6199536	result_file	570985	009_V3_41712_Tube_001.570985.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V3_41712_Tube_001.570985.fcs	2017-04-13 15:56:39			cf893669-f826-4598-8246-4b9f8f492db8	Y	2799
345689		ab9ceb32397ea95af62429d3fdf450ed	SDY89	10536049	result_file	570986	009_V3_41712_Tube_002.570986.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V3_41712_Tube_002.570986.fcs	2017-04-13 15:56:39			d42c3540-08bf-4b61-8ecd-755a02a96487	Y	2799
345690		16edd559ffdeef7006c5a7ba7b114cec	SDY89	9891375	result_file	570987	009_V3_41712_Tube_003.570987.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V3_41712_Tube_003.570987.fcs	2017-04-13 15:56:39			ba1ee92d-cf01-40ed-ac4e-565248caff3f	Y	2799
345691		b4b8c1b7b861b506d00c6bf0ae2e2373	SDY89	13823102	result_file	570988	009_V3_41712_Tube_004.570988.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V3_41712_Tube_004.570988.fcs	2017-04-13 15:56:39			a24357fa-e814-4ac2-ac08-fc4a9e6377e1	Y	2799
345692		8bf05b028abff6ced26498ea16d96115	SDY89	9012400	result_file	570989	009_V4_41712_Tube_001.570989.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V4_41712_Tube_001.570989.fcs	2017-04-13 15:56:39			4a2bc2f1-febe-44d8-a797-306e474b83f2	Y	2799
345693		fd2d47662cb007650263ab65c0b0147a	SDY89	11850714	result_file	570990	009_V4_41712_Tube_002.570990.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V4_41712_Tube_002.570990.fcs	2017-04-13 15:56:39			235b2226-326b-45f1-8176-0e129e3031a3	Y	2799
345694		1ad8ac667ad0ada3b10b84668b0a362b	SDY89	27619574	result_file	570991	009_V4_41712_Tube_003.570991.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V4_41712_Tube_003.570991.fcs	2017-04-13 15:56:39			0a55186d-3baa-4d63-85b7-60bf4905c9a1	Y	2799
345695		bcb539b4f38cbca8b94e0dae10dc1643	SDY89	12296279	result_file	570992	009_V4_41712_Tube_004.570992.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V4_41712_Tube_004.570992.fcs	2017-04-13 15:56:39			171f9774-ee78-464c-bc9a-396d3e0084e1	Y	2799
345696		0275504a8cc0da9c484eb509403e4a9f	SDY89	9340722	result_file	570993	009_V5_41712_Tube_001.570993.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V5_41712_Tube_001.570993.fcs	2017-04-13 15:56:39			5c50ab65-b2f1-4478-8edf-1774ec5ccd27	Y	2799
345697		10df183e1646fa00965603ab6a2fd014	SDY89	11354394	result_file	570994	009_V5_41712_Tube_002.570994.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V5_41712_Tube_002.570994.fcs	2017-04-13 15:56:39			4e20fc06-d3b1-47ff-a652-e1ee2961d180	Y	2799
345698		24c518c7ca5a14a7a7d0d58a9c727172	SDY89	10153814	result_file	570995	009_V5_41712_Tube_003.570995.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V5_41712_Tube_003.570995.fcs	2017-04-13 15:56:39			dc1cbd2c-0d40-45cb-9235-dca5c3a030c6	Y	2799
345699		d58751fd0f5d34cd7d66488c9e571e36	SDY89	9310023	result_file	570996	009_V5_41712_Tube_004.570996.fcs	SDY89/ResultFiles/Flow_cytometry_result/009_V5_41712_Tube_004.570996.fcs	2017-04-13 15:56:39			8eea5fd1-c1ea-4b7c-9d35-2ae9ddb8525d	Y	2799
